ID,Date,Dat_EC,DateMission,Mission,Equipe,Pays,Site Region,Site Precis,Latitude (N ou S),GPS,GPS_lat_corrigée,Longitude (E ou W),GPS,GPS_long_corrigée,commentaire_GPS,Sexe,Age,Gestante,Lactation,Suitee,ReproStatus,Poids_gr,L_avant_bras_mm,L_totale_corps_mm,Taille_yeux,L_queue_mm,L_metacarpe_3ieme_doigt_mm,Couleur_pelage_dorsal,Couleur_pelage_ventral,ID Mere,Lieu de Capture,Dans:,Proximite du Village,Méthode de capture,Consensus genre,Consensus espèce,Consensus,Consensus famille,Date experiment,Res1NP-ZEBV,Res2NP-ZEBV,RecNP-ZEBV,Res1GP-ZEBVkiss,Res2GP-ZEBVkiss,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,Date experiment,RecNP-ZEBV,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,Date experiment,RecNP-ZEBV,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,article 2018,séquence_cytB,séquence_12S,Résultats  RT-qPCR (NIH-pan Filo),PCR NP Zaire,seq NP-Zaire,PCR NP sudan,seq NP-sudan,PCR VP35 Zaire,seq VP35 Zaire
CCCA03495,23/01/2019,1/23/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,270,119,220,grands,18,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,0,0,0,85,77,5,2,279,4,58,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03496,23/01/2019,1/23/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,215,120,230,grands,18,77,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,2,1,0,322,276,4,1,1330,9,174,9,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03497,23/01/2019,1/23/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,235,118,240,grands,18,83,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,6,0,0,54,57,3,1,232,12,38,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03498,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,205,111,225,grands,16,78,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,7,1,0,403,366,5,2,1551,15,235,4,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03499,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,212,113,225,grands,14,77,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,0,1,0,272,255,3,0,1220,6,152,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03500,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,200,112,220,grands,15,78,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,5,1,0,205,189,5,6,793,99,127,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03501,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,1,0,0,FemAdGest,250,122,235,grands,15,85,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,66,1,0,332,289,16,3,1063,5,200,9,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03502,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,265,123,240,grands,10,85,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,2,0,0,89,104,8,0,383,21,75,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03505,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,165,106,213,grands,16,73,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,1,0,0,41,36,1,5,132,8,33,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03507,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,1,0,0,FemAdGest,300,121,245,grands,16,85,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,1,0,215,216,12,1,1176,13,136,11,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03509,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,205,115,225,grands,15,77,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,1,0,0,92,92,8,5,439,8,59,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03510,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,200,110,220,grands,10,75,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,5,1,0,313,298,6,2,1165,67,185,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03511,24/01/2019,1/24/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,220,112,230,grands,17,77,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,29,0,0,48,44,8,18,312,16,29,8,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03518,26/01/2019,1/26/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,195,115,220,grands,17,78,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,1,1,0,379,304,4,2,1290,6,195,17,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03519,26/01/2019,1/26/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,180,116,210,grands,16,78,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,1,0,0,37,37,4,1,112,17,27,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03520,26/01/2019,1/26/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,200,110,225,grands,10,78,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,13,0,0,69,87,1,5,390,2,83,1,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03522,26/01/2019,1/26/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,195,113,210,grands,12,78,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,2,1,0,187,169,72,2,1017,4,107,3,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03523,26/01/2019,1/26/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,200,117,215,grands,12,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,5,0,0,15,21,2,5,66,7,11,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03524,26/01/2019,1/26/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,315,127,245,grands,20,87,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,22,1,0,422,356,5,1,1530,4,241,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03528,27/01/2019,1/27/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,210,116,220,grands,20,77,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,7,0,0,89,81,6,3,378,27,52,8,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03529,27/01/2019,1/27/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,205,119,215,grands,15,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,3,1,0,388,344,6,1,1643,28,254,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03532,27/01/2019,1/27/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,205,118,210,grands,0,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,1,0,212,178,14,3,1259,16,101,14,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03537,29/01/2019,1/29/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,195,114,220,grands,15,76,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,2,1,0,146,127,7,1,865,9,85,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03538,29/01/2019,1/29/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,200,117,230,grands,17,78,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,1,1,0,212,215,6,110,693,40,102,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03539,29/01/2019,1/29/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,,0,0,FemAd,240,121,225,grands,16,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,2,1,1,820,715,2,4,2307,10,470,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03542,29/01/2019,1/29/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,205,114,220,grands,14,68,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,0,0,0,50,59,4,10,362,20,35,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03544,29/01/2019,1/29/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,270,120,225,grands,18,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,0,1,0,338,350,22,14,1294,54,171,39,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03545,29/01/2019,1/29/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,280,121,240,grands,14,82,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,5,0,0,6,8,5,3,25,7,5,5,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03546,29/01/2019,1/29/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,195,113,225,grands,12,78,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,12,0,0,123,105,6,8,775,13,77,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03549,31/01/2019,1/31/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,215,113,230,grands,14,78,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,3,1,0,308,268,3,1,951,3,198,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03550,31/01/2019,1/31/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,210,110,224,grands,13,74,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,7,1,0,356,315,7,8,1270,15,215,12,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03551,31/01/2019,1/31/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,320,124,240,grands,14,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,28,0,0,80,68,3,1,297,3,59,3,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03552,31/01/2019,1/31/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,290,116,230,grands,14,78,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,1,0,281,269,7,5,1140,6,173,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03555,31/01/2019,1/31/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,250,116,240,grands,20,77,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,10,1,0,373,300,3,7,1770,15,184,10,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03556,31/01/2019,1/31/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,245,120,240,grands,17,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,6,0,0,70,64,22,1,215,8,53,3,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03557,31/01/2019,1/31/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,215,115,,grands,16,75,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,2,1,0,138,144,7,5,483,7,93,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03559,1/2/2019,2/1/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,,0,0,0,FemAd,190,106,210,grands,16,75,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,20,1,0,568,822,5,5,2266,12,578,7,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03565,1/2/2019,2/1/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,205,116,215,grands,0,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,15,1,0,282,265,4,3,1081,4,178,12,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03566,1/2/2019,2/1/2019,26-Jan-19,Janvier-Fevrier,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,,,,,MalAd,220,119,230,grands,18,77,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,2,1,1,618,533,2,2,2298,4,310,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03569,26/02/2019,2/26/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,,,,,MalAd,300,127,230,grands,9,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,6,0,0,59,56,3,27,227,9,39,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03570,26/02/2019,2/26/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,,,,,MalAd,285,113,240,grands,16,84,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,1,0,131,0,0,95,91,6,3,320,47,69,5,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03573,26/02/2019,2/26/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,,0,0,0,FemAd,260,123,230,grands,17,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,1,1,840,1,0,301,258,8,5,1126,24,163,6,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03576,28/02/2019,2/28/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,,,,,MalAd,215,111,240,grands,18,76,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,6,0,0,9,11,15,3,39,18,8,35,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03579,28/02/2019,2/28/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,,0,1,0,FemAdLact,315,121,265,grands,19,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,1,0,0,15,16,3,6,68,4,16,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03677,1/3/2019,3/1/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Adulte,0,1,0,FemAdLact,290,120,255,grands,12,82,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,15,0,0,38,37,1,2,166,5,26,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03678,1/3/2019,3/1/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Adulte,0,1,0,FemAdLact,330,125,245,grands,14,87,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,32,1,0,143,150,9,4,441,96,114,81,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03585,3/3/2019,3/3/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,,0,0,0,FemAd,235,121,235,grands,20,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,20,1,0,197,191,20,2,1184,93,113,18,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03587,3/3/2019,3/3/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,,,,,MalAd,210,112,227,grands,15,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,14,1,0,239,387,11,18,1037,66,147,13,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03619,6/3/2019,3/6/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,114.8729,,,Femelle,,0,0,0,FemAd,260,119,235,grands,12,82,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,1,0,376,326,5,2,1415,26,250,25,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03620,6/3/2019,3/6/2019,3-Mar-19,Fevrier-Mars,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,,,,,MalAd,230,117,230,grands,16,78,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,10,1,0,132,136,42,10,452,89,87,54,2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03623,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,Juvénile,,,,MalJuv,50,72,126,grands,10,34,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,12,0,0,36,33,9,18,135,18,26,14,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03625,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Adulte,0,1,0,FemAdLact,225,124,240,grands,18,88,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,0,0,72,61,7,8,236,13,48,14,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03627,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Adulte,0,1,0,FemAdLact,270,132,235,grands,18,90,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,5,0,0,25,24,3,20,100,3,21,5,2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03628,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Male,Adulte,,,,MalAd,265,121,235,grands,20,83,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,6,0,0,103,115,7,5,383,16,87,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03630,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Adulte,0,1,0,FemAdLact,240,120,240,grands,19,85,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,0,0,53,52,5,3,188,3,41,6,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03631,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Adulte,0,1,0,FemAdLact,225,122,240,grands,17,80,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,1,1,257,0,0,20,21,2,0,75,2,25,4,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03633,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Adulte,0,0,0,FemAd,270,129,260,grands,20,88,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,0,0,0,3,3,2,2,23,0,2,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03635,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Adulte,0,1,0,FemAdLact,295,128,250,grands,20,84,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,0,0,71,62,8,1,227,3,48,18,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03637,28/03/2019,3/28/2019,2-Apr-19,Mars-Avril,Innocent,Cameroun,Yaounde,Mvog-Betsi,N,3.86308,,E,11.48729,,,Femelle,Adulte,0,1,0,FemAdLact,280,120,230,grands,11,82,Jaune,Jaune,,Autre,Ville,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,23,1,0,165,144,24,2,551,7,106,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
