ID,Date,Dat_EC,DateMission,Mission,Equipe,Pays,Site Region,Site Precis,Latitude (N ou S),GPS,GPS_lat_corrigée,Longitude (E ou W),GPS,GPS_long_corrigée,commentaire_GPS,Sexe,Age,Gestante,Lactation,Suitee,ReproStatus,Poids_gr,L_avant_bras_mm,L_totale_corps_mm,Taille_yeux,L_queue_mm,L_metacarpe_3ieme_doigt_mm,Couleur_pelage_dorsal,Couleur_pelage_ventral,ID Mere,Lieu de Capture,Dans:,Proximite du Village,Méthode de capture,Consensus genre,Consensus espèce,Consensus,Consensus famille,Date experiment,Res1NP-ZEBV,Res2NP-ZEBV,RecNP-ZEBV,Res1GP-ZEBVkiss,Res2GP-ZEBVkiss,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,Date experiment,RecNP-ZEBV,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,Date experiment,RecNP-ZEBV,RecGP-ZEBVkiss,RecGP-ZEBVmay,RecVP40-ZEBV,RecNP-SEBV,RecGP-SEBV,RecVP40-SEBV,RecGP-BEBV,RecVP40-BEBV,RecGP-REBV,RecGP-BOMV,article 2018,séquence_cytB,séquence_12S,Résultats  RT-qPCR (NIH-pan Filo),PCR NP Zaire,seq NP-Zaire,PCR NP sudan,seq NP-sudan,PCR VP35 Zaire,seq VP35 Zaire
CCCA03949,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,125,103,205,Grand,11,70,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,11,0,0,15,12,14,3,55,22,10,18,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03950,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,145,102,200,undefined,8,68,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,12,0,0,7,6,5,1,43,9,5,6,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03951,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,135,100,205,undefined,13,64,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,3,0,0,10,8,4,5,36,8,7,18,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03952,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,160,104,207,undefined,13,67,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,13,0,0,3,18,19,7,17,93,3,37,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03953,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,135,101,205,Manquant,13,66,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,6,0,0,32,30,5,2,126,13,20,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03954,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,150,102,220,undefined,10,69,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,12,0,0,4,5,8,15,205,11,5,29,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03955,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,145,103,200,undefined,10,69,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,24,0,0,1,1,6,1,8,8,2,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03956,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,135,102,190,undefined,12,69,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,23,0,0,13,14,29,14,55,50,8,57,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03957,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,135,103,210,undefined,10,69,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,12,0,0,6,3,22,7,16,8,2,18,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03958,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,145,104,200,undefined,14,69,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,50,0,0,6,6,11,3,12,38,3,17,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03959,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,145,104,210,undefined,12,69,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,25,0,0,11,10,13,8,60,56,9,8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03960,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,140,102,190,undefined,13,68,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,6,0,0,2,4,11,1,11,14,2,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03961,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,165,108,205,undefined,13,70,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,7,0,0,10,9,4,8,36,18,6,15,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03962,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,160,105,220,undefined,16,68,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,6,0,0,3,3,10,5,11,30,2,8,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03963,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,140,103,210,undefined,13,68,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,43,0,0,27,24,13,5,347,25,17,22,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03965,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,125,108,197,undefined,0,70,Gris,Gris,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,33,0,0,3,3,8,10,12,34,3,16,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03966,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,150,104,185,undefined,13,68,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,5,0,0,33,26,4,2,82,10,19,7,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03967,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,150,103,195,undefined,12,69,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,14,0,0,4,3,7,3,12,7,3,9,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03968,12/6/2019,6/12/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,165,105,200,undefined,14,70,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,5,0,0,9,9,7,2,27,9,6,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03969,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,140,100,198,undefined,15,69,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,6,0,0,28,26,5,3,17,13,4,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03970,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,150,107,190,undefined,10,71,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,9,0,0,9,8,15,6,51,26,6,18,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03971,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,75,106,205,undefined,14,74,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,13,0,0,56,50,17,11,195,16,37,37,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03972,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,180,109,210,undefined,13,73,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,7,0,0,3,3,30,33,12,8,0,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03973,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,135,110,200,undefined,16,72,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,16,0,0,4,2,12,19,13,10,2,14,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03974,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,140,102,195,undefined,12,68,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,10,0,0,8,6,22,11,34,58,8,38,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03975,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,145,100,200,undefined,17,68,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,1,0,85,0,0,39,36,9,16,155,38,30,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03976,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,145,100,200,undefined,17,68,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,0,0,14,14,7,2,103,20,9,8,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03977,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,150,106,210,undefined,15,70,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,20,0,0,11,10,18,21,68,39,6,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03978,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,170,110,220,undefined,15,70,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,16,0,0,44,39,7,250,131,24,29,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03979,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,170,103,192,undefined,13,70,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,67,0,0,15,13,33,270,45,20,10,29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03980,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,150,105,193,undefined,10,72,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,7,0,0,18,20,60,15,71,20,14,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03981,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,180,106,220,undefined,17,70,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,7,0,0,50,35,5,4,428,12,30,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03982,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,180,105,225,undefined,20,70,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,5,0,0,2,4,3,12,12,22,2,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03984,15/06/2019,6/15/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,140,104,190,undefined,10,67,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,15,0,0,21,16,10,35,274,17,9,17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03986,17/06/2019,6/17/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,250,117,240,undefined,15,84,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,43,1,1,753,632,13,9,2763,128,352,22,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03987,17/06/2019,6/17/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,160,105,205,undefined,10,63,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,14,0,0,71,69,11,15,696,27,36,13,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03988,17/06/2019,6/17/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,145,105,210,undefined,15,66,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,49,0,0,43,45,57,9,267,129,32,66,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03989,17/06/2019,6/17/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,130,102,195,GRAND,16,68,Jaune,Jaune,-,Ville,Plantation,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,6,0,0,11,10,25,3,34,56,6,18,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03990,17/06/2019,6/17/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,175,107,215,undefined,14,74,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,0,0,4,14,4,2,20,10,2,13,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03991,17/06/2019,6/17/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,150,119,195,undefined,14,70,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,0,0,7,7,4,7,25,31,5,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03994,18/06/2019,6/18/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,90,106,215,undefined,12,71,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,0,0,10,8,3,4,78,9,6,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03996,18/06/2019,6/18/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,170,102,205,undefined,19,72,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,3,0,0,2,3,4,14,10,14,1,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03997,18/06/2019,6/18/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte,,,,MalAd,290,121,250,undefined,18,0,Jaune,Jaune,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,10,0,0,72,80,34,3,357,70,52,65,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA03998,18/06/2019,6/18/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,155,107,205,GRAND,15,74,Jaune,Jaune,-,Ville,Plantation,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,11,0,0,10,8,8,22,25,24,5,17,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04000,18/06/2019,6/18/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Juvénile,,,,MalJuv,175,102,,GRAND,20,72,Jaune,Jaune,-,Ville,ZOO,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,5,0,0,4,2,3,2,7,16,2,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04001,18/06/2019,6/18/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte,0,0,0,FemAd,30,52,105,undefined,5,37,Brun,Brun,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,4,1,0,184,195,10,3,1176,25,125,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04002,18/06/2019,6/18/2019,16-Jun-19,Juin,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,135,100,195,undefined,12,67,Brun,Brun,-,Ville,Zoo,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,9,0,0,10,9,14,3,35,20,7,18,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04035,13/07/2019,7/13/2019,17-Jul-19,Juillet,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,185,110,195,undefined,13,74,Jaune,Jaune,-,Ville,ZOO,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,3,0,0,35,27,2,3,585,6,18,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04036,13/07/2019,7/13/2019,17-Jul-19,Juillet,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,180,107,220,undefined,11,75,Jaune,Jaune,-,Ville,ZOO,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,6,0,0,10,7,20,2,25,11,6,11,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04037,13/07/2019,7/13/2019,17-Jul-19,Juillet,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,180,108,210,undefined,14,74,Jaune,Jaune,-,Ville,ZOO,0,Filet,Eidolon,helvum,Eidolon helvum,,,1,0,88,0,0,1,4,13,1,12,9,1,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04038,13/07/2019,7/13/2019,17-Jul-19,Juillet,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Male,Adulte immature,,,,MalImm,150,107,205,undefined,13,70,Jaune,Jaune,-,Ville,ZOO,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,24,0,0,12,8,5,7,34,11,4,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04040,13/07/2019,7/13/2019,17-Jul-19,Juillet,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte,0,0,0,FemAd,295,123,260,undefined,20,80,Jaune,Jaune,-,Ville,ZOO,0,Filet,Eidolon,helvum,Eidolon helvum,,,1,1,273,1,0,377,321,440,6,1317,465,239,461,35,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04041,13/07/2019,7/13/2019,17-Jul-19,Juillet,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,155,105,218,undefined,19,70,Jaune,Jaune,-,Ville,ZOO,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,12,0,0,22,19,18,6,52,10,17,14,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04042,13/07/2019,7/13/2019,17-Jul-19,Juillet,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,180,106,210,undefined,14,68,Jaune,Jaune,-,Ville,ZOO,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,22,0,0,5,4,5,3,22,10,0,8,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04043,13/07/2019,7/13/2019,17-Jul-19,Juillet,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,175,101,210,undefined,16,67,Jaune,Jaune,-,Ville,ZOO,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,12,0,0,16,13,8,7,312,18,9,12,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04044,13/07/2019,7/13/2019,17-Jul-19,Juillet,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,170,100,200,undefined,15,75,Jaune,Jaune,-,Ville,ZOO,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,9,0,0,30,19,4,7,342,33,12,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04045,13/07/2019,7/13/2019,17-Jul-19,Juillet,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Adulte immature,0,0,0,FemAdImmature,160,106,210,undefined,18,70,Jaune,Jaune,-,Ville,ZOO,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,7,0,0,49,142,23,1,242,13,32,7,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCA04046,13/07/2019,7/13/2019,17-Jul-19,Juillet,Innocent,Cameroun,Yaoundé,Mvog-Betsi,N,3.864,,E,11.48757,,,Femelle,Juvénile,0,0,0,FemJuv,145,101,205,undefined,13,65,Jaune,Jaune,-,Ville,ZOO,0,Filet,Eidolon,helvum,Eidolon helvum,,,0,0,9,0,0,3,2,2,2,7,12,0,9,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
